datetime,close
2020-06-05,44.31
2020-06-08,46.37
2020-06-09,44.68
2020-06-10,41.51
2020-06-11,37.48
2020-06-12,39.47
2020-06-15,39.83
2020-06-16,41.07
2020-06-17,40.28
2020-06-18,40.5
2020-06-19,39.34
2020-06-22,39.53
2020-06-23,40.04
2020-06-24,37.66
2020-06-25,38.55
2020-06-26,35.95
2020-06-29,36.74
2020-06-30,37.55
2020-07-01,36.41
2020-07-02,36.42
2020-07-06,36.69
2020-07-07,35.3
2020-07-08,35.32
2020-07-09,33.61
2020-07-10,35.2
2020-07-13,35.61
2020-07-14,35.18
2020-07-15,36.93
2020-07-16,37.22
2020-07-17,36.3
2020-07-20,35.72
2020-07-21,37.25
2020-07-22,37.17
2020-07-23,37.9
2020-07-24,37.74
2020-07-27,36.67
2020-07-28,36.87
2020-07-29,38.34
2020-07-30,37.24
2020-07-31,37.46
2020-08-03,37.77
2020-08-04,37.18
2020-08-05,37.66
2020-08-06,37.55
2020-08-07,39.06
2020-08-10,39.42
2020-08-11,40.7
2020-08-12,40.81
2020-08-13,38.82
2020-08-14,39.5
2020-08-17,38.74
2020-08-18,37.91
2020-08-19,37.95
2020-08-20,37.21
2020-08-21,36.91
2020-08-24,38.65
2020-08-25,38.82
2020-08-26,37.87
2020-08-27,39.21
2020-08-28,39.59
2020-08-31,38.81
2020-09-01,39.17
2020-09-02,39.41
2020-09-03,38.61
2020-09-04,39.16
2020-09-08,37.91
2020-09-09,37.83
2020-09-10,37.21
2020-09-11,38.23
2020-09-14,39.76
2020-09-15,39.41
2020-09-16,40.25
2020-09-17,39.26
2020-09-18,39.16
2020-09-21,37.34
2020-09-22,36.25
2020-09-23,35.43
2020-09-24,35.47
2020-09-25,36.17
2020-09-28,37.45
2020-09-29,37.01
2020-09-30,38.05
2020-10-01,38.75
2020-10-02,39.98
2020-10-05,41.24
2020-10-06,40.82
2020-10-07,42.03
2020-10-08,43.06
2020-10-09,43.21
2020-10-12,43.46
2020-10-13,42.6
2020-10-14,42.23
2020-10-15,42.11
2020-10-16,41.65
2020-10-19,41.57
2020-10-20,42.09
2020-10-21,41.9
2020-10-22,43.45
2020-10-23,43.94
2020-10-26,43.03
2020-10-27,41.73
2020-10-28,41.12
2020-10-29,41.85
2020-10-30,42.12
2020-11-02,43.48
2020-11-03,44.76
2020-11-04,42.68
2020-11-05,44.93
2020-11-06,42.99
2020-11-09,48.52
2020-11-10,49.04
2020-11-11,48.82
2020-11-12,46.33
2020-11-13,47.19
2020-11-16,48.57
2020-11-17,48.17
2020-11-18,47.45
2020-11-19,46.9
2020-11-20,46.21
2020-11-23,46.98
2020-11-24,48.97
2020-11-25,48.51
2020-11-27,48.5
2020-11-30,46.42
2020-12-01,47.52
2020-12-02,47.56
2020-12-03,47.41
2020-12-04,48.23
2020-12-07,47.86
2020-12-08,47.71
2020-12-09,47.88
2020-12-10,47.95
2020-12-11,47.01
2020-12-14,45.91
2020-12-15,46.72
2020-12-16,47.23
2020-12-17,47.1
2020-12-18,45.9
2020-12-21,46.32
2020-12-22,46.03
2020-12-23,47.29
2020-12-24,46.99
2020-12-28,47.53
2020-12-29,46.72
2020-12-30,47.37
2020-12-31,47.93
2021-01-04,47.18
2021-01-05,47.5
2021-01-06,50.0
2021-01-07,51.49
2021-01-08,50.65
2021-01-11,50.94
2021-01-12,52.25
2021-01-13,52.08
2021-01-14,53.14
2021-01-15,51.97
2021-01-19,52.15
2021-01-20,51.63
2021-01-21,51.07
2021-01-22,51.18
2021-01-25,51.05
2021-01-26,50.24
2021-01-27,48.39
2021-01-28,49.15
2021-01-29,47.98
2021-02-01,48.38
2021-02-02,50.21
2021-02-03,51.52
2021-02-04,53.37
2021-02-05,52.69
2021-02-08,52.97
2021-02-09,53.37
2021-02-10,53.71
2021-02-11,52.78
2021-02-12,54.01
2021-02-16,55.65
2021-02-17,55.65
2021-02-18,55.83
2021-02-19,57.58
2021-02-22,59.07
2021-02-23,58.73
2021-02-24,60.17
2021-02-25,58.63
2021-02-26,56.96
2021-03-01,58.81
2021-03-02,58.26
2021-03-03,58.49
2021-03-04,57.38
2021-03-05,58.72
2021-03-08,59.71
2021-03-09,58.25
2021-03-10,58.8
2021-03-11,58.91
2021-03-12,59.92
2021-03-15,59.48
2021-03-16,58.24
2021-03-17,58.58
2021-03-18,59.33
2021-03-19,58.54
2021-03-22,57.47
2021-03-23,56.08
2021-03-24,55.82
2021-03-25,57.49
2021-03-26,59.35
2021-03-29,57.31
2021-03-30,58.78
2021-03-31,58.32
2021-04-01,59.05
2021-04-05,59.15
2021-04-06,59.13
2021-04-07,59.43
2021-04-08,59.25
2021-04-09,60.02
2021-04-12,60.19
2021-04-13,58.98
2021-04-14,59.69
2021-04-15,57.22
2021-04-16,57.84
2021-04-19,57.4
2021-04-20,55.75
2021-04-21,56.77
2021-04-22,55.86
2021-04-23,57.62
2021-04-26,57.72
2021-04-27,58.3
2021-04-28,58.94
2021-04-29,59.93
2021-04-30,59.31
2021-05-03,59.19
2021-05-04,60.0
2021-05-05,60.6
2021-05-06,61.05
2021-05-07,61.57
2021-05-10,60.89
2021-05-11,60.49
2021-05-12,59.61
2021-05-13,60.57
2021-05-14,61.64
2021-05-17,62.02
2021-05-18,61.19
2021-05-19,60.38
2021-05-20,60.26
2021-05-21,60.88
2021-05-24,61.21
2021-05-25,60.06
2021-05-26,60.62
2021-05-27,62.14
2021-05-28,61.78
2021-06-01,61.5
2021-06-02,60.78
2021-06-03,60.8
2021-06-04,60.19
2021-06-07,60.06
2021-06-08,59.83
2021-06-09,58.45
2021-06-10,57.83
2021-06-11,57.99
2021-06-14,56.69
2021-06-15,57.21
2021-06-16,57.8
2021-06-17,54.33
2021-06-18,52.81
2021-06-21,54.5
2021-06-22,54.36
2021-06-23,54.63
2021-06-24,55.32
2021-06-25,56.13
2021-06-28,55.21
2021-06-29,55.3
2021-06-30,55.5
2021-07-01,56.3
2021-07-02,56.03
2021-07-06,54.42
2021-07-07,53.68
2021-07-08,52.98
2021-07-09,55.21
2021-07-12,55.6
2021-07-13,54.71
2021-07-14,54.43
2021-07-15,55.86
2021-07-16,54.39
2021-07-19,52.18
2021-07-20,54.07
2021-07-21,55.28
2021-07-22,54.33
2021-07-23,54.46
2021-07-26,54.9
2021-07-27,54.95
2021-07-28,55.08
2021-07-29,55.32
2021-07-30,54.43
2021-08-02,54.14
2021-08-03,55.31
2021-08-04,54.59
2021-08-05,55.55
2021-08-06,56.6
2021-08-09,56.72
2021-08-10,57.96
2021-08-11,58.86
2021-08-12,58.51
2021-08-13,57.38
2021-08-16,57.07
2021-08-17,56.19
2021-08-18,55.56
2021-08-19,55.04
2021-08-20,55.58
2021-08-23,56.08
2021-08-24,56.71
2021-08-25,57.56
2021-08-26,56.98
2021-08-27,57.97
2021-08-30,56.79
2021-08-31,57.06
2021-09-01,56.22
2021-09-02,56.6
2021-09-03,56.45
2021-09-07,56.02
2021-09-08,55.64
2021-09-09,55.73
2021-09-10,55.2
2021-09-13,56.23
2021-09-14,54.63
2021-09-15,55.58
2021-09-16,55.28
2021-09-17,55.33
2021-09-20,53.68
2021-09-21,53.67
2021-09-22,54.74
2021-09-23,57.09
2021-09-24,58.0
2021-09-27,60.15
2021-09-28,59.19
2021-09-29,59.42
2021-09-30,58.65
2021-10-01,60.22
2021-10-04,60.05
2021-10-05,60.28
2021-10-06,60.13
2021-10-07,60.52
2021-10-08,60.83
2021-10-11,60.23
2021-10-12,60.21
2021-10-13,59.92
2021-10-14,60.64
2021-10-15,61.34
2021-10-18,61.76
2021-10-19,62.58
2021-10-20,63.88
2021-10-21,63.57
2021-10-22,64.44
2021-10-25,64.57
2021-10-26,64.44
2021-10-27,63.01
2021-10-28,63.89
2021-10-29,63.46
2021-11-01,64.43
2021-11-02,64.3
2021-11-03,65.14
2021-11-04,63.76
2021-11-05,64.28
2021-11-08,64.77
2021-11-09,64.74
2021-11-10,63.89
2021-11-11,63.44
2021-11-12,62.7
