datetime,close
2020-06-05,72.4
2020-06-08,73.51
2020-06-09,73.28
2020-06-10,74.36
2020-06-11,73.1
2020-06-12,72.79
2020-06-15,72.89
2020-06-16,73.53
2020-06-17,73.81
2020-06-18,73.61
2020-06-19,73.36
2020-06-22,73.1
2020-06-23,72.92
2020-06-24,72.03
2020-06-25,72.64
2020-06-26,71.52
2020-06-29,72.43
2020-06-30,73.26
2020-07-01,73.03
2020-07-02,73.28
2020-07-06,73.45
2020-07-07,73.97
2020-07-08,74.49
2020-07-09,73.32
2020-07-10,73.68
2020-07-13,73.46
2020-07-14,74.85
2020-07-15,74.69
2020-07-16,74.98
2020-07-17,75.2
2020-07-20,74.2
2020-07-21,74.04
2020-07-22,74.14
2020-07-23,74.23
2020-07-24,74.32
2020-07-27,74.65
2020-07-28,75.71
2020-07-29,76.2
2020-07-30,76.87
2020-07-31,77.2
2020-08-03,76.57
2020-08-04,76.77
2020-08-05,76.18
2020-08-06,75.86
2020-08-07,76.24
2020-08-10,76.65
2020-08-11,75.96
2020-08-12,77.24
2020-08-13,76.98
2020-08-14,77.05
2020-08-17,77.21
2020-08-18,77.65
2020-08-19,77.95
2020-08-20,78.25
2020-08-21,78.69
2020-08-24,79.13
2020-08-25,78.59
2020-08-26,78.65
2020-08-27,79.06
2020-08-28,79.37
2020-08-31,79.26
2020-09-01,78.09
2020-09-02,79.47
2020-09-03,77.67
2020-09-04,77.21
2020-09-08,75.64
2020-09-09,77.57
2020-09-10,76.41
2020-09-11,76.75
2020-09-14,77.15
2020-09-15,76.94
2020-09-16,76.91
2020-09-17,76.71
2020-09-18,75.83
2020-09-21,75.19
2020-09-22,76.07
2020-09-23,75.14
2020-09-24,75.76
2020-09-25,75.95
2020-09-28,76.61
2020-09-29,76.22
2020-09-30,77.15
2020-10-01,77.06
2020-10-02,77.4
2020-10-05,78.42
2020-10-06,77.54
2020-10-07,78.13
2020-10-08,78.74
2020-10-09,79.77
2020-10-12,80.63
2020-10-13,80.26
2020-10-14,79.86
2020-10-15,79.71
