datetime,close
2020-06-05,97.81
2020-06-08,97.48
2020-06-09,97.44
2020-06-10,97.31
2020-06-11,92.04
2020-06-12,93.26
2020-06-15,93.77
2020-06-16,94.66
2020-06-17,94.62
2020-06-18,94.39
2020-06-19,94.52
2020-06-22,94.31
2020-06-23,93.5
2020-06-24,90.71
2020-06-25,92.83
2020-06-26,90.4
2020-06-29,90.4
2020-06-30,91.6
2020-07-01,93.3
2020-07-02,92.26
2020-07-06,92.53
2020-07-07,92.57
2020-07-08,93.84
2020-07-09,92.14
2020-07-10,92.55
2020-07-13,91.83
2020-07-14,91.72
2020-07-15,93.24
2020-07-16,92.37
2020-07-17,93.83
2020-07-20,94.25
2020-07-21,95.11
2020-07-22,96.06
2020-07-23,95.85
2020-07-24,96.32
2020-07-27,94.54
2020-07-28,92.92
2020-07-29,94.3
2020-07-30,94.37
2020-07-31,96.78
2020-08-03,96.28
2020-08-04,95.78
2020-08-05,96.16
2020-08-06,97.46
2020-08-07,100.96
2020-08-10,99.16
2020-08-11,98.61
2020-08-12,99.43
2020-08-13,100.2
2020-08-14,102.49
2020-08-17,104.05
2020-08-18,104.38
2020-08-19,103.53
2020-08-20,103.75
2020-08-21,104.2
2020-08-24,105.81
2020-08-25,104.44
2020-08-26,105.0
2020-08-27,105.01
2020-08-28,105.56
2020-08-31,106.23
2020-09-01,106.52
2020-09-02,106.33
2020-09-03,103.22
2020-09-04,100.08
2020-09-08,98.82
2020-09-09,101.21
2020-09-10,98.25
2020-09-11,98.23
2020-09-14,100.46
2020-09-15,100.53
2020-09-16,100.91
2020-09-17,99.96
2020-09-18,99.21
2020-09-21,99.27
2020-09-22,98.8
2020-09-23,97.0
2020-09-24,98.33
2020-09-25,100.56
2020-09-28,101.23
2020-09-29,99.17
2020-09-30,100.05
2020-10-01,101.43
2020-10-02,101.34
2020-10-05,101.81
2020-10-06,101.01
2020-10-07,100.85
2020-10-08,101.44
2020-10-09,101.39
2020-10-12,102.96
2020-10-13,102.65
2020-10-14,102.31
2020-10-15,102.07
2020-10-16,101.3
2020-10-19,98.45
2020-10-20,99.95
2020-10-21,99.47
2020-10-22,99.36
2020-10-23,98.95
2020-10-26,97.76
2020-10-27,97.56
2020-10-28,93.77
2020-10-29,95.7
2020-10-30,94.4
2020-11-02,94.66
2020-11-03,96.06
2020-11-04,98.36
2020-11-05,100.96
2020-11-06,100.66
2020-11-09,98.22
2020-11-10,98.0
2020-11-11,99.98
2020-11-12,98.31
2020-11-13,99.35
2020-11-16,99.71
2020-11-17,100.03
2020-11-18,99.46
2020-11-19,100.9
2020-11-20,101.06
2020-11-23,102.36
2020-11-24,103.07
2020-11-25,103.93
2020-11-27,104.99
2020-11-30,105.51
2020-12-01,107.16
2020-12-02,106.56
2020-12-03,107.46
2020-12-04,109.23
2020-12-07,110.28
2020-12-08,110.06
2020-12-09,110.17
2020-12-10,109.24
2020-12-11,108.82
2020-12-14,107.71
2020-12-15,110.98
2020-12-16,111.31
2020-12-17,112.79
2020-12-18,112.83
2020-12-21,112.54
2020-12-22,113.16
2020-12-23,112.18
2020-12-24,112.69
2020-12-28,113.59
2020-12-29,112.9
2020-12-30,113.15
2020-12-31,115.29
2021-01-04,113.3
2021-01-05,113.54
2021-01-06,115.74
2021-01-07,115.81
2021-01-08,117.63
2021-01-11,117.65
2021-01-12,117.86
2021-01-13,117.84
2021-01-14,115.62
2021-01-15,115.19
2021-01-19,114.88
2021-01-20,114.69
2021-01-21,112.92
2021-01-22,111.92
2021-01-25,112.46
2021-01-26,112.65
2021-01-27,109.35
2021-01-28,112.61
2021-01-29,110.35
2021-02-01,113.41
2021-02-02,116.78
2021-02-03,115.3
2021-02-04,114.55
2021-02-05,114.19
2021-02-08,113.46
2021-02-09,113.26
2021-02-10,111.66
2021-02-11,111.3
2021-02-12,111.07
2021-02-16,112.42
2021-02-17,112.78
2021-02-18,113.86
2021-02-19,113.35
2021-02-22,111.72
2021-02-23,111.42
2021-02-24,111.46
2021-02-25,112.0
2021-02-26,110.31
2021-03-01,113.74
2021-03-02,113.62
2021-03-03,111.64
2021-03-04,111.13
2021-03-05,114.97
2021-03-08,113.74
2021-03-09,114.41
2021-03-10,115.58
2021-03-11,115.2
2021-03-12,115.32
2021-03-15,115.66
2021-03-16,114.66
2021-03-17,113.7
2021-03-18,111.64
2021-03-19,111.2
2021-03-22,111.55
2021-03-23,111.65
2021-03-24,112.61
2021-03-25,112.28
2021-03-26,113.64
2021-03-29,113.28
2021-03-30,111.23
2021-03-31,111.68
2021-04-01,114.2
2021-04-05,115.11
2021-04-06,113.91
2021-04-07,114.75
2021-04-08,116.04
2021-04-09,117.17
2021-04-12,117.71
2021-04-13,118.72
2021-04-14,118.19
2021-04-15,119.86
2021-04-16,120.73
2021-04-19,119.74
2021-04-20,119.76
2021-04-21,119.53
2021-04-22,119.84
2021-04-23,121.27
2021-04-26,120.86
2021-04-27,121.23
2021-04-28,119.07
2021-04-29,117.68
2021-04-30,117.71
2021-05-03,115.46
2021-05-04,114.54
2021-05-05,114.72
2021-05-06,113.62
2021-05-07,114.81
2021-05-10,114.28
2021-05-11,113.07
2021-05-12,111.46
2021-05-13,112.17
2021-05-14,113.26
2021-05-17,112.47
2021-05-18,110.76
2021-05-19,110.74
2021-05-20,111.96
2021-05-21,113.16
2021-05-24,112.97
2021-05-25,112.38
2021-05-26,112.37
2021-05-27,112.02
2021-05-28,112.88
