datetime,close
2020-06-05,40.74
2020-06-08,43.0
2020-06-09,41.55
2020-06-10,39.5
2020-06-11,35.93
2020-06-12,37.45
2020-06-15,38.07
2020-06-16,38.69
2020-06-17,37.82
2020-06-18,38.11
2020-06-19,37.32
2020-06-22,36.93
2020-06-23,37.04
2020-06-24,35.53
2020-06-25,36.34
2020-06-26,35.07
2020-06-29,35.57
2020-06-30,36.52
2020-07-01,35.51
2020-07-02,35.65
2020-07-06,37.09
2020-07-07,36.02
2020-07-08,36.77
2020-07-09,35.39
2020-07-10,36.94
2020-07-13,37.41
2020-07-14,37.89
2020-07-15,38.64
2020-07-16,38.73
2020-07-17,38.47
2020-07-20,37.78
2020-07-21,38.32
2020-07-22,38.42
2020-07-23,38.56
2020-07-24,38.22
2020-07-27,37.8
2020-07-28,37.59
2020-07-29,38.68
2020-07-30,37.55
2020-07-31,37.85
2020-08-03,37.3
2020-08-04,36.9
2020-08-05,38.28
2020-08-06,36.98
2020-08-07,38.72
2020-08-10,39.78
2020-08-11,40.57
2020-08-12,40.04
2020-08-13,39.44
2020-08-14,39.61
2020-08-17,38.88
2020-08-18,38.31
2020-08-19,38.2
2020-08-20,37.62
2020-08-21,37.28
2020-08-24,38.62
2020-08-25,38.66
2020-08-26,38.32
2020-08-27,39.07
2020-08-28,39.42
2020-08-31,38.46
2020-09-01,38.5
2020-09-02,38.82
2020-09-03,38.2
2020-09-04,39.15
2020-09-08,37.88
2020-09-09,38.28
2020-09-10,37.69
2020-09-11,38.23
2020-09-14,38.84
2020-09-15,37.51
2020-09-16,37.63
2020-09-17,39.32
2020-09-18,39.67
2020-09-21,37.43
2020-09-22,36.95
2020-09-23,36.09
2020-09-24,35.75
2020-09-25,36.26
2020-09-28,37.25
2020-09-29,36.77
2020-09-30,37.17
2020-10-01,37.26
2020-10-02,37.63
2020-10-05,38.52
2020-10-06,38.37
2020-10-07,39.34
2020-10-08,39.85
2020-10-09,39.48
2020-10-12,40.34
2020-10-13,39.0
2020-10-14,38.97
2020-10-15,39.13
2020-10-16,39.28
2020-10-19,39.07
2020-10-20,39.34
2020-10-21,39.13
2020-10-22,40.61
2020-10-23,40.94
2020-10-26,39.38
2020-10-27,37.77
2020-10-28,36.6
2020-10-29,37.31
2020-10-30,37.85
2020-11-02,38.7
2020-11-03,39.97
2020-11-04,39.0
2020-11-05,41.13
2020-11-06,40.48
2020-11-09,44.94
2020-11-10,46.03
2020-11-11,45.51
2020-11-12,43.78
2020-11-13,44.74
2020-11-16,46.03
2020-11-17,46.01
2020-11-18,45.71
2020-11-19,45.51
2020-11-20,45.87
2020-11-23,47.17
2020-11-24,48.67
2020-11-25,47.76
2020-11-27,47.45
2020-11-30,46.17
2020-12-01,46.91
2020-12-02,47.71
2020-12-03,47.71
2020-12-04,48.47
2020-12-07,47.58
2020-12-08,47.52
2020-12-09,47.64
2020-12-10,47.55
2020-12-11,47.19
2020-12-14,45.84
2020-12-15,46.24
2020-12-16,46.32
2020-12-17,46.49
2020-12-18,45.65
2020-12-21,45.46
2020-12-22,45.21
2020-12-23,46.13
2020-12-24,46.31
2020-12-28,46.25
2020-12-29,46.01
2020-12-30,46.4
2020-12-31,46.95
2021-01-04,46.08
2021-01-05,46.65
2021-01-06,49.43
2021-01-07,49.58
2021-01-08,49.41
2021-01-11,49.4
2021-01-12,50.2
2021-01-13,50.33
2021-01-14,51.57
2021-01-15,51.14
2021-01-19,52.12
2021-01-20,51.65
2021-01-21,51.07
2021-01-22,50.86
2021-01-25,50.61
2021-01-26,50.11
2021-01-27,48.41
2021-01-28,49.57
2021-01-29,48.15
2021-02-01,48.47
2021-02-02,48.93
2021-02-03,49.37
2021-02-04,51.9
2021-02-05,52.58
2021-02-08,54.18
2021-02-09,54.42
2021-02-10,54.96
2021-02-11,55.31
2021-02-12,55.67
2021-02-16,56.01
2021-02-17,55.41
2021-02-18,54.99
2021-02-19,56.07
2021-02-22,57.44
2021-02-23,57.43
2021-02-24,59.56
2021-02-25,58.26
2021-02-26,57.6
2021-03-01,59.44
2021-03-02,58.96
2021-03-03,59.44
2021-03-04,58.63
2021-03-05,59.71
2021-03-08,60.37
2021-03-09,59.65
2021-03-10,60.48
2021-03-11,60.01
2021-03-12,61.09
2021-03-15,60.54
2021-03-16,59.31
2021-03-17,60.15
2021-03-18,61.76
2021-03-19,61.29
2021-03-22,60.11
2021-03-23,58.66
2021-03-24,58.54
2021-03-25,60.04
2021-03-26,60.82
2021-03-29,60.16
2021-03-30,61.44
2021-03-31,60.79
2021-04-01,61.6
2021-04-05,61.58
2021-04-06,61.26
2021-04-07,61.78
2021-04-08,61.31
2021-04-09,61.92
2021-04-12,62.66
2021-04-13,62.05
2021-04-14,62.73
2021-04-15,62.3
2021-04-16,63.07
2021-04-19,63.1
2021-04-20,61.16
2021-04-21,62.65
2021-04-22,61.9
2021-04-23,62.79
2021-04-26,62.79
2021-04-27,63.36
2021-04-28,63.73
2021-04-29,64.43
2021-04-30,63.63
2021-05-03,64.22
2021-05-04,64.31
2021-05-05,65.41
2021-05-06,66.95
2021-05-07,67.16
2021-05-10,66.47
2021-05-11,64.73
2021-05-12,63.42
2021-05-13,64.55
2021-05-14,65.9
2021-05-17,65.7
2021-05-18,65.39
2021-05-19,64.83
2021-05-20,64.46
2021-05-21,64.71
2021-05-24,65.37
2021-05-25,64.02
2021-05-26,64.27
2021-05-27,65.66
2021-05-28,65.36
2021-06-01,66.51
