datetime,close
2020-06-05,106.41
2020-06-08,102.87
2020-06-09,103.11
2020-06-10,103.49
2020-06-11,97.82
2020-06-12,95.67
2020-06-15,98.54
2020-06-16,101.45
2020-06-17,104.31
2020-06-18,102.59
2020-06-19,106.44
2020-06-22,104.82
2020-06-23,104.34
2020-06-24,101.23
2020-06-25,100.39
2020-06-26,97.56
2020-06-29,98.13
2020-06-30,100.78
2020-07-01,99.71
2020-07-02,100.73
2020-07-06,101.82
2020-07-07,99.88
2020-07-08,99.14
2020-07-09,99.83
2020-07-10,97.64
2020-07-13,94.77
2020-07-14,95.83
2020-07-15,96.78
2020-07-16,96.38
2020-07-17,97.78
2020-07-20,97.87
2020-07-21,98.43
2020-07-22,98.37
2020-07-23,99.18
2020-07-24,96.85
2020-07-27,98.2
2020-07-28,95.68
2020-07-29,96.21
2020-07-30,98.98
2020-07-31,99.89
2020-08-03,100.77
2020-08-04,100.3
2020-08-05,100.35
2020-08-06,99.98
2020-08-07,98.14
2020-08-10,97.77
2020-08-11,98.81
2020-08-12,99.57
2020-08-13,103.2
2020-08-14,102.95
2020-08-17,102.6
2020-08-18,102.69
2020-08-19,104.0
2020-08-20,102.82
2020-08-21,95.88
2020-08-24,96.29
2020-08-25,97.58
2020-08-26,98.07
2020-08-27,95.61
2020-08-28,97.33
2020-08-31,98.52
2020-09-01,99.74
2020-09-02,102.5
2020-09-03,97.89
2020-09-04,94.95
2020-09-08,93.39
2020-09-09,92.89
2020-09-10,90.69
2020-09-11,92.35
2020-09-14,94.23
2020-09-15,96.21
2020-09-16,97.97
2020-09-17,98.25
2020-09-18,97.1
2020-09-21,97.8
2020-09-22,97.42
2020-09-23,96.36
2020-09-24,96.6
2020-09-25,98.12
2020-09-28,100.25
2020-09-29,99.6
2020-09-30,98.78
2020-10-01,97.48
2020-10-02,98.27
2020-10-05,99.69
2020-10-06,99.49
2020-10-07,101.16
2020-10-08,103.18
2020-10-09,105.26
2020-10-12,105.72
2020-10-13,104.49
2020-10-14,104.98
2020-10-15,105.68
2020-10-16,104.91
2020-10-19,106.68
2020-10-20,105.45
2020-10-21,105.7
2020-10-22,106.26
2020-10-23,107.88
2020-10-26,105.85
2020-10-27,106.9
2020-10-28,104.3
2020-10-29,104.54
2020-10-30,104.87
2020-11-02,104.74
2020-11-03,107.72
2020-11-04,107.8
2020-11-05,111.13
2020-11-06,112.97
2020-11-09,115.56
2020-11-10,112.0
2020-11-11,115.44
2020-11-12,114.02
2020-11-13,116.1
2020-11-16,117.67
2020-11-17,117.56
2020-11-18,115.14
2020-11-19,117.96
2020-11-20,116.17
2020-11-23,117.15
2020-11-24,118.12
2020-11-25,118.52
2020-11-27,119.07
2020-11-30,120.04
2020-12-01,121.84
2020-12-02,121.88
2020-12-03,122.64
2020-12-04,123.21
2020-12-07,124.91
2020-12-08,127.13
2020-12-09,124.67
2020-12-10,124.76
2020-12-11,126.3
2020-12-14,123.72
2020-12-15,123.37
2020-12-16,123.91
2020-12-17,126.86
2020-12-18,128.25999
2020-12-21,126.97
2020-12-22,128.69
2020-12-23,130.42
2020-12-24,130.95
2020-12-28,131.82001
2020-12-29,130.00999
2020-12-30,131.24001
2020-12-31,132.09
2021-01-04,131.17999
2021-01-05,133.84
2021-01-06,136.11
2021-01-07,141.0
2021-01-08,146.8
2021-01-11,150.14999
2021-01-12,146.82001
2021-01-13,146.61
2021-01-14,147.03
2021-01-15,146.28999
2021-01-19,147.07001
2021-01-20,147.53
2021-01-21,146.67999
2021-01-22,145.16
2021-01-25,146.05
2021-01-26,146.88
2021-01-27,151.12
2021-01-28,145.42
2021-01-29,141.59
2021-02-01,142.81
2021-02-02,141.53999
2021-02-03,141.46001
2021-02-04,140.59
2021-02-05,142.95
2021-02-08,144.7
2021-02-09,146.39999
2021-02-10,148.45
2021-02-11,150.35001
2021-02-12,153.48
2021-02-16,151.07001
2021-02-17,149.06
2021-02-18,148.03999
2021-02-19,142.19
2021-02-22,137.63
2021-02-23,139.57001
2021-02-24,143.64
2021-02-25,139.63
2021-02-26,141.52
2021-03-01,144.45
2021-03-02,141.75999
2021-03-03,137.48
2021-03-04,132.42999
2021-03-05,134.7
2021-03-08,132.23
2021-03-09,136.31
2021-03-10,135.28
2021-03-11,136.24001
2021-03-12,136.00999
2021-03-15,136.89999
2021-03-16,137.48
2021-03-17,137.35001
2021-03-18,136.0
2021-03-19,134.77
2021-03-22,137.42999
2021-03-23,135.17999
2021-03-24,135.25999
2021-03-25,136.23
2021-03-26,142.19
2021-03-29,141.32001
2021-03-30,141.53999
2021-03-31,143.39999
2021-04-01,143.78999
2021-04-05,147.33
2021-04-06,145.95
2021-04-07,143.95
2021-04-08,144.64999
2021-04-09,146.23
2021-04-12,145.03
2021-04-13,143.42999
2021-04-14,143.42
2021-04-15,145.27
2021-04-16,145.39999
2021-04-19,143.63
2021-04-20,143.0
2021-04-21,144.64999
2021-04-22,145.60001
2021-04-23,147.86
2021-04-26,148.74001
2021-04-27,148.39
2021-04-28,146.61
2021-04-29,148.39
2021-04-30,144.35001
2021-05-03,140.39999
2021-05-04,140.32001
2021-05-05,140.72
2021-05-06,142.81
